Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Profit_Per_Ha_INR,Cost_Per_Ha_INR,Revenue_Per_Ha_INR
SF12130,Madhya Pradesh,Raichur,Chilli,Rabi,12.85,422.6,19.6,48.2,8.6,6.18,29.8,63.7,50.8,105.3,Flood,90.0,0.5,0.89,1.51,19.4,101506,878759,1969216.0,1090457.0,10267,1.89,40.9,84860.47,68385.91,153246.38
SF12131,Telangana,Erode,Wheat,Kharif,1.39,810.6,27.9,59.6,6.5,6.72,31.4,133.3,57.3,94.3,Flood,190.1,1.85,0.86,3.42,4.75,20915,88592,99346.0,10754.0,848,5.601,54.5,7736.69,63735.25,71471.94
SF12132,Tamil Nadu,Erode,Maize,Rabi,5.19,423.5,21.8,61.6,7.2,6.07,19.9,142.4,44.5,65.0,Sprinkler,173.2,6.16,0.7,2.4,12.46,19453,363789,242384.0,-121405.0,3019,4.127,34.9,-23392.1,70094.22,46702.12
SF12133,Gujarat,Guntur,Maize,Zaid,10.01,80.0,33.1,55.0,7.2,7.23,25.3,133.5,45.3,119.4,Sprinkler,283.3,5.11,0.94,1.82,18.22,19039,790705,346891.0,-443814.0,5981,3.046,31.9,-44337.06,78991.51,34654.45
SF12134,Gujarat,Raichur,Groundnut,Zaid,1.9,262.5,29.0,43.7,8.0,6.49,13.2,68.3,15.8,122.2,Flood,211.6,9.97,0.79,1.29,2.45,52060,153690,127547.0,-26143.0,1350,1.815,21.6,-13759.47,80889.47,67130.0
SF12135,Telangana,Nalgonda,Groundnut,Rabi,10.72,170.0,22.3,60.7,7.7,7.67,26.5,111.8,82.5,98.7,Drip,191.2,6.15,0.65,0.49,5.25,46055,667589,241789.0,-425800.0,4783,1.098,31.5,-39720.15,62275.09,22554.94
SF12136,Maharashtra,Guntur,Pulses,Rabi,8.12,510.4,23.3,46.1,7.8,6.13,24.8,122.9,68.5,145.9,Rainfed,213.1,7.24,0.68,0.91,7.39,70046,620404,517640.0,-102764.0,1950,3.79,26.8,-12655.67,76404.43,63748.77
SF12137,Andhra Pradesh,Ludhiana,Rice,Kharif,10.82,860.4,30.8,85.7,7.8,6.61,27.8,114.7,52.4,94.0,Sprinkler,168.1,3.94,0.77,3.7,40.03,21100,759705,844633.0,84928.0,16609,2.41,59.3,7849.17,70213.03,78062.2
SF12138,Punjab,Ludhiana,Rice,Rabi,4.77,256.0,23.7,71.9,7.2,7.26,20.4,133.6,51.5,105.5,Rainfed,212.2,4.9,0.98,1.85,8.82,21889,320528,193061.0,-127467.0,4536,1.944,30.8,-26722.64,67196.65,40474.0
SF12139,Punjab,Rajkot,Chilli,Kharif,8.15,818.2,28.5,61.1,8.2,7.83,34.4,121.6,42.9,124.4,Rainfed,195.5,8.12,0.84,0.47,3.83,96439,675702,369361.0,-306341.0,2609,1.468,25.4,-37587.85,82908.22,45320.37
SF12140,Andhra Pradesh,Ludhiana,Cotton,Kharif,0.61,774.5,29.2,75.8,7.1,6.41,31.0,114.7,64.5,105.5,Flood,239.3,6.17,1.0,1.43,0.87,65277,44994,56791.0,11797.0,604,1.44,53.6,19339.34,73760.66,93100.0
SF12141,Telangana,Raichur,Cotton,Rabi,0.59,421.7,26.5,48.8,9.7,6.26,17.3,96.4,64.6,166.0,Sprinkler,195.3,3.05,0.73,1.64,0.97,74211,33400,71985.0,38585.0,436,2.225,40.9,65398.31,56610.17,122008.47
SF12142,Gujarat,Rajkot,Wheat,Kharif,5.44,820.7,28.0,68.1,6.4,7.41,25.0,137.1,53.1,95.5,Flood,207.8,1.33,0.85,1.78,9.68,23750,404535,229900.0,-174635.0,3716,2.605,53.6,-32102.02,74363.05,42261.03
SF12143,Madhya Pradesh,Guntur,Rice,Rabi,10.48,493.5,20.8,69.9,6.7,6.77,26.2,118.3,46.3,100.6,Rainfed,245.7,5.34,0.74,3.02,31.65,23815,641237,753745.0,112508.0,8721,3.629,43.4,10735.5,61186.74,71922.23
SF12144,Telangana,Raichur,Rice,Kharif,1.11,818.6,26.6,55.5,5.8,7.1,25.5,149.0,58.9,86.1,Drip,199.5,3.96,0.76,4.19,4.65,27935,81001,129898.0,48897.0,1645,2.827,55.9,44051.35,72973.87,117025.23
SF12145,Andhra Pradesh,Rajkot,Wheat,Kharif,13.86,826.1,30.1,67.2,6.5,6.74,31.9,180.1,59.0,113.5,Drip,217.8,4.66,0.86,3.95,54.75,24853,864895,1360702.0,495807.0,7366,7.433,51.1,35772.51,62402.24,98174.75
SF12146,Gujarat,Nalgonda,Rice,Kharif,14.01,907.1,30.1,62.5,7.2,7.15,29.2,89.8,85.3,80.3,Flood,240.5,3.32,0.93,2.52,35.31,24068,998282,849841.0,-148441.0,25404,1.39,56.0,-10595.36,71254.96,60659.6
SF12147,Telangana,Erode,Cotton,Kharif,8.62,1122.5,30.8,66.8,6.0,6.96,17.4,97.9,54.0,69.1,Drip,128.6,6.89,0.68,1.36,11.72,80077,615855,938502.0,322647.0,6458,1.815,61.9,37430.05,71444.9,108874.94
SF12148,Tamil Nadu,Indore,Rice,Kharif,14.23,323.5,22.0,76.4,7.4,6.46,36.9,119.1,35.3,54.3,Rainfed,165.9,5.38,0.65,2.26,32.16,18367,978170,590683.0,-387487.0,12313,2.612,44.8,-27230.29,68739.99,41509.7
SF12149,Maharashtra,Rajkot,Wheat,Kharif,11.81,1011.8,33.7,67.2,8.5,5.73,25.1,128.9,88.0,121.1,Flood,94.9,6.97,0.84,0.9,10.63,22632,711342,240578.0,-470764.0,8842,1.202,52.8,-39861.47,60232.18,20370.7
SF12150,Gujarat,Nashik,Groundnut,Rabi,14.24,489.1,23.5,71.6,7.3,6.02,19.7,130.9,59.6,46.2,Drip,230.8,3.89,0.97,1.0,14.24,63324,983595,901734.0,-81861.0,6570,2.167,46.2,-5748.67,69072.68,63324.02
SF12151,Andhra Pradesh,Krishna,Pulses,Kharif,9.43,1110.0,27.4,71.6,7.1,5.2,42.8,157.6,59.4,121.4,Flood,93.5,3.66,0.82,0.3,2.83,86996,548780,246199.0,-302581.0,3822,0.74,62.9,-32087.06,58195.12,26108.06
SF12152,Andhra Pradesh,Rajkot,Rice,Rabi,6.21,310.0,23.4,48.9,8.3,6.22,23.8,57.9,70.5,127.0,Flood,174.0,6.37,0.84,1.91,11.86,19877,513891,235741.0,-278150.0,10575,1.122,25.1,-44790.66,82752.17,37961.51
SF12153,Madhya Pradesh,Krishna,Rice,Rabi,9.04,323.5,20.9,66.7,6.7,6.69,23.1,106.6,43.7,133.7,Drip,251.5,6.04,0.79,2.75,24.86,22152,591244,550699.0,-40545.0,15147,1.641,48.3,-4485.07,65403.1,60918.03
SF12154,Tamil Nadu,Indore,Rice,Rabi,4.43,296.9,23.3,59.7,5.2,6.99,14.4,118.0,28.2,132.9,Rainfed,131.5,6.79,0.93,2.1,9.3,17685,333737,164470.0,-169267.0,3950,2.354,40.4,-38209.26,75335.67,37126.41
SF12155,Madhya Pradesh,Nalgonda,Cotton,Zaid,6.0,455.9,32.4,50.7,8.9,6.53,22.3,166.9,20.3,72.5,Rainfed,104.9,2.93,0.66,1.03,6.18,72973,364083,450973.0,86890.0,2478,2.494,46.6,14481.67,60680.5,75162.17
SF12156,Madhya Pradesh,Nalgonda,Pulses,Rabi,12.7,216.6,22.9,68.3,8.9,5.51,20.6,154.4,54.8,116.7,Drip,314.1,5.78,0.68,0.3,3.81,75167,1093448,286386.0,-807062.0,3477,1.096,47.2,-63548.19,86098.27,22550.08
SF12157,Telangana,Krishna,Rice,Rabi,5.94,517.8,22.8,48.0,7.9,6.02,32.5,57.5,23.7,74.1,Drip,127.2,5.73,0.74,1.9,11.29,20945,320978,236469.0,-84509.0,7081,1.594,29.8,-14227.1,54036.7,39809.6
SF12158,Maharashtra,Raichur,Cotton,Kharif,2.93,809.5,30.8,70.1,7.2,7.28,32.0,82.6,25.3,119.8,Drip,295.4,7.2,0.84,1.43,4.19,71147,225114,298106.0,72992.0,2585,1.621,43.6,24911.95,76830.72,101742.66
SF12159,Madhya Pradesh,Rajkot,Cotton,Kharif,11.17,923.3,31.7,75.3,7.6,8.11,25.1,98.9,80.9,52.2,Rainfed,199.7,5.2,0.68,0.3,3.35,78871,664524,264218.0,-400306.0,5133,0.653,50.5,-35837.6,59491.85,23654.25
SF12160,Gujarat,Guntur,Cotton,Kharif,6.09,1095.9,26.0,79.8,6.6,5.94,33.8,86.7,78.1,104.5,Drip,267.8,8.54,0.89,0.75,4.57,65235,449847,298124.0,-151723.0,3796,1.204,38.6,-24913.46,73866.5,48953.04
SF12161,Karnataka,Rajkot,Maize,Rabi,7.56,661.6,24.1,59.0,8.5,5.85,14.5,114.4,33.7,121.9,Flood,213.2,10.57,0.74,1.84,13.91,18855,607503,262273.0,-345230.0,5540,2.511,28.2,-45665.34,80357.54,34692.2
SF12162,Maharashtra,Warangal,Groundnut,Rabi,1.57,433.0,21.1,45.4,5.0,6.8,24.6,197.7,71.2,158.2,Drip,87.1,2.57,0.65,2.74,4.3,58079,97559,249740.0,152181.0,648,6.636,49.1,96930.57,62139.49,159070.06
SF12163,Andhra Pradesh,Raichur,Pulses,Zaid,8.74,364.9,28.3,50.9,8.1,5.71,13.8,160.4,71.4,45.8,Flood,151.3,3.89,0.85,0.32,2.8,78302,632459,219246.0,-413213.0,4246,0.659,35.6,-47278.38,72363.73,25085.35
SF12164,Telangana,Warangal,Rice,Kharif,5.91,814.5,32.3,73.0,5.2,5.72,29.8,80.7,51.6,79.6,Flood,218.0,4.44,0.8,1.04,6.15,20307,437326,124888.0,-312438.0,10913,0.564,50.2,-52865.99,73997.63,21131.64
SF12165,Maharashtra,Erode,Cotton,Zaid,3.48,340.4,34.7,61.8,7.4,7.19,21.9,129.1,65.4,75.2,Sprinkler,236.0,5.56,0.73,0.81,2.82,61284,238012,172821.0,-65191.0,2535,1.112,31.5,-18733.05,68394.25,49661.21
SF12166,Karnataka,Erode,Maize,Kharif,6.6,608.8,30.2,74.6,6.1,7.07,33.7,137.9,44.8,101.1,Flood,122.1,2.53,0.8,3.92,25.87,17067,408089,441523.0,33434.0,4692,5.514,59.3,5065.76,61831.67,66897.42
SF12167,Telangana,Raichur,Wheat,Zaid,4.13,313.1,30.9,36.8,7.7,7.13,22.8,86.1,72.2,134.1,Drip,153.6,3.89,0.87,2.19,9.04,22499,251614,203391.0,-48223.0,2093,4.319,46.5,-11676.27,60923.49,49247.22
SF12168,Madhya Pradesh,Nashik,Groundnut,Rabi,10.97,165.5,22.9,61.4,6.0,8.1,19.5,88.3,78.0,84.7,Sprinkler,129.0,3.1,0.79,0.3,3.29,51394,545956,169086.0,-376870.0,5406,0.609,36.6,-34354.6,49768.09,15413.49
SF12169,Punjab,Ludhiana,Rice,Rabi,5.78,408.1,26.2,74.0,7.7,7.76,25.5,133.2,39.8,69.4,Sprinkler,267.3,4.26,0.66,0.75,4.34,25011,419811,108548.0,-311263.0,8225,0.528,49.8,-53851.73,72631.66,18779.93
SF12170,Telangana,Warangal,Wheat,Rabi,5.27,152.6,20.4,53.5,8.4,7.35,22.5,146.0,63.0,99.0,Sprinkler,92.8,9.95,0.69,1.23,6.48,23917,295012,154982.0,-140030.0,2818,2.3,24.5,-26571.16,55979.51,29408.35
SF12171,Gujarat,Nalgonda,Maize,Zaid,14.05,600.7,28.1,57.8,9.7,6.23,12.5,108.5,21.8,147.5,Drip,227.7,8.57,0.84,3.16,44.4,19558,1231539,868375.0,-363164.0,6443,6.891,32.8,-25847.97,87654.02,61806.05
SF12172,Telangana,Krishna,Pulses,Rabi,9.95,297.2,18.5,68.1,5.9,7.41,30.3,120.5,57.8,80.7,Rainfed,161.5,5.44,0.73,0.41,4.08,67742,684314,276387.0,-407927.0,2105,1.938,30.2,-40997.69,68775.28,27777.59
SF12173,Maharashtra,Ludhiana,Pulses,Kharif,1.67,627.6,23.2,73.5,7.2,6.12,27.9,128.1,76.4,142.7,Sprinkler,184.8,6.7,0.73,1.33,2.22,71432,110314,158579.0,48265.0,695,3.194,35.4,28901.2,66056.29,94957.49
SF12174,Andhra Pradesh,Krishna,Wheat,Zaid,12.23,222.2,28.6,62.8,7.0,7.43,19.6,136.3,48.4,117.8,Flood,312.2,3.85,0.91,1.21,14.8,27861,1040282,412343.0,-627939.0,7354,2.013,42.5,-51344.15,85059.85,33715.7
SF12175,Gujarat,Warangal,Chilli,Kharif,14.42,810.5,28.5,57.8,6.2,6.68,28.0,141.2,59.6,120.6,Flood,182.1,6.12,0.98,2.84,40.95,91686,1031868,3754542.0,2722674.0,11141,3.676,63.7,188812.34,71558.11,260370.46
SF12176,Madhya Pradesh,Guntur,Pulses,Rabi,12.1,413.1,21.4,46.8,8.6,5.77,22.4,159.6,71.0,40.0,Flood,227.8,6.53,0.66,0.38,4.6,66880,780574,307648.0,-472926.0,5417,0.849,34.0,-39084.79,64510.25,25425.45
SF12177,Madhya Pradesh,Warangal,Sugarcane,Zaid,1.79,247.2,31.4,50.3,8.1,6.23,10.5,157.4,49.6,110.9,Drip,127.6,2.9,0.7,33.78,60.47,3588,82684,216966.0,134282.0,3039,19.898,49.2,75017.88,46192.18,121210.06
SF12178,Telangana,Krishna,Pulses,Kharif,11.69,702.4,31.3,57.9,5.5,6.02,41.5,159.6,47.3,80.7,Sprinkler,202.5,5.77,0.84,0.73,8.53,69784,771261,595258.0,-176003.0,4435,1.923,58.9,-15055.86,65976.13,50920.27
SF12179,Andhra Pradesh,Krishna,Cotton,Zaid,5.46,372.9,26.2,59.2,7.9,6.59,27.9,123.1,60.6,107.1,Rainfed,53.6,7.6,0.84,1.52,8.3,56820,299728,471606.0,171878.0,2043,4.063,34.1,31479.49,54895.24,86374.73
SF12180,Madhya Pradesh,Rajkot,Wheat,Kharif,10.59,886.7,24.0,65.2,6.4,7.52,35.3,103.2,72.1,98.7,Drip,211.4,6.31,0.66,1.44,15.25,21179,831091,322980.0,-508111.0,3804,4.009,32.5,-47980.26,78478.85,30498.58
SF12181,Tamil Nadu,Erode,Cotton,Rabi,12.67,635.3,24.4,65.1,6.6,6.54,16.3,64.8,63.8,82.1,Rainfed,127.0,3.84,0.8,1.51,19.13,72972,721783,1395954.0,674171.0,6634,2.884,45.6,53210.02,56967.88,110177.9
SF12182,Maharashtra,Guntur,Wheat,Rabi,7.39,766.6,22.6,79.1,9.6,7.47,24.0,163.6,37.3,99.6,Sprinkler,223.4,2.02,0.97,1.51,11.16,26423,496151,294881.0,-201270.0,3276,3.407,71.2,-27235.45,67138.16,39902.71
SF12183,Andhra Pradesh,Krishna,Rice,Kharif,14.72,812.4,29.3,72.9,7.1,7.73,34.5,123.5,62.9,61.7,Flood,264.8,5.01,0.82,1.01,14.87,21578,1297725,320865.0,-976860.0,25877,0.575,40.8,-66362.77,88160.67,21797.89
SF12184,Tamil Nadu,Raichur,Maize,Kharif,9.27,790.5,30.4,68.5,6.2,7.8,28.3,178.3,30.5,49.4,Rainfed,214.5,1.09,0.98,0.89,8.25,21179,492106,174727.0,-317379.0,3188,2.588,68.4,-34237.22,53085.87,18848.65
SF12185,Andhra Pradesh,Nashik,Rice,Kharif,1.57,817.6,28.5,49.9,5.1,6.95,31.6,137.6,66.3,118.3,Drip,181.4,4.71,0.98,4.99,7.83,21549,100174,168729.0,68555.0,2252,3.477,47.5,43665.61,63805.1,107470.7
SF12186,Madhya Pradesh,Raichur,Cotton,Rabi,5.56,643.8,21.9,76.4,9.1,6.51,24.7,90.3,39.5,200.0,Drip,266.4,5.59,0.89,2.08,11.56,77058,460744,890790.0,430046.0,3721,3.107,58.4,77346.4,82867.63,160214.03
SF12187,Gujarat,Ludhiana,Chilli,Rabi,7.33,517.8,18.7,55.2,7.3,6.75,22.6,186.0,68.4,77.9,Sprinkler,206.4,7.83,0.92,2.14,15.69,92812,568583,1456220.0,887637.0,4400,3.566,32.2,121096.45,77569.3,198665.76
SF12188,Madhya Pradesh,Krishna,Wheat,Rabi,1.16,323.3,23.5,62.7,8.8,6.99,21.0,108.0,33.2,146.2,Rainfed,233.9,6.77,0.96,2.07,2.4,28707,78315,68897.0,-9418.0,399,6.015,42.3,-8118.97,67512.93,59393.97
SF12189,Maharashtra,Rajkot,Wheat,Rabi,12.92,268.2,23.8,50.2,8.2,7.75,18.5,173.1,60.0,80.4,Flood,188.3,6.78,0.95,0.71,9.17,26655,907116,244426.0,-662690.0,8511,1.077,29.5,-51291.8,70210.22,18918.42
SF12190,Karnataka,Rajkot,Pulses,Kharif,3.18,829.6,27.4,71.6,8.0,7.08,37.2,132.6,89.1,134.4,Drip,103.7,2.81,0.95,1.75,5.56,70096,198275,389734.0,191459.0,1044,5.326,62.5,60207.23,62350.63,122557.86
SF12191,Tamil Nadu,Erode,Pulses,Zaid,14.62,421.0,34.5,50.6,8.2,7.01,27.0,136.1,63.4,124.3,Sprinkler,242.8,3.36,0.69,0.96,14.04,68807,940215,966050.0,25835.0,5924,2.37,49.8,1767.1,64310.19,66077.29
SF12192,Madhya Pradesh,Nashik,Groundnut,Kharif,7.88,488.1,28.9,84.3,5.2,6.81,36.0,81.4,69.4,156.2,Rainfed,255.5,6.54,0.79,2.08,16.39,44714,555251,732862.0,177611.0,2013,8.142,45.1,22539.47,70463.32,93002.79
SF12193,Gujarat,Ludhiana,Cotton,Kharif,2.3,1007.9,26.8,55.1,6.7,6.76,29.0,146.9,71.6,54.5,Drip,133.2,4.94,0.91,2.09,4.81,60025,160630,288720.0,128090.0,1416,3.397,41.4,55691.3,69839.13,125530.43
SF12194,Punjab,Nalgonda,Sugarcane,Kharif,11.32,650.2,25.1,75.1,7.2,5.2,32.2,98.9,45.1,116.3,Sprinkler,192.0,7.31,0.67,4.86,55.02,3042,767188,167371.0,-599817.0,19323,2.847,44.8,-52987.37,67772.79,14785.42
SF12195,Punjab,Guntur,Groundnut,Rabi,12.7,722.6,22.4,58.6,9.2,6.8,26.5,136.8,67.9,97.7,Flood,269.3,8.92,0.69,1.72,21.84,52866,1057085,1154593.0,97508.0,7605,2.872,24.6,7677.8,83235.04,90912.83
SF12196,Madhya Pradesh,Raichur,Wheat,Kharif,9.92,1015.2,29.5,74.8,7.0,7.05,30.7,86.4,33.9,76.6,Flood,307.6,6.01,0.96,2.34,23.21,24869,719712,577209.0,-142503.0,5925,3.917,68.8,-14365.22,72551.61,58186.39
SF12197,Punjab,Rajkot,Cotton,Rabi,2.05,138.2,23.4,77.0,5.8,6.67,26.2,123.8,39.8,101.3,Rainfed,266.8,2.51,0.86,1.19,2.44,76986,131002,187846.0,56844.0,940,2.596,56.5,27728.78,63903.41,91632.2
SF12198,Gujarat,Krishna,Sugarcane,Rabi,11.92,129.2,18.9,49.2,8.1,7.1,27.5,121.3,34.7,102.2,Drip,242.5,6.9,0.82,37.88,451.53,3792,900341,1712202.0,811861.0,20628,21.889,20.9,68109.14,75531.96,143641.11
SF12199,Telangana,Ludhiana,Cotton,Rabi,3.34,379.2,21.5,55.5,4.7,6.32,33.8,123.1,55.3,95.0,Rainfed,165.2,5.16,0.79,1.14,3.81,68276,221021,260132.0,39111.0,1412,2.698,31.4,11709.88,66173.95,77883.83
SF12200,Karnataka,Rajkot,Rice,Kharif,7.66,900.0,30.6,73.6,5.7,7.38,37.9,132.8,64.7,161.5,Rainfed,237.6,8.25,0.92,2.01,15.4,20367,478927,313652.0,-165275.0,5638,2.731,42.0,-21576.37,62523.11,40946.74
SF12201,Gujarat,Guntur,Wheat,Rabi,7.3,744.2,24.9,73.2,8.6,5.79,27.4,149.6,60.1,80.6,Sprinkler,92.3,6.19,0.94,1.22,8.91,22452,507038,200047.0,-306991.0,4246,2.098,37.5,-42053.56,69457.26,27403.7
SF12202,Tamil Nadu,Rajkot,Rice,Rabi,2.24,239.6,24.4,58.9,7.0,8.19,22.6,166.0,55.2,94.0,Flood,88.9,5.74,0.66,0.3,0.67,19607,143692,13137.0,-130555.0,4142,0.162,32.8,-58283.48,64148.21,5864.73
SF12203,Punjab,Nashik,Rice,Rabi,6.96,434.7,25.6,70.2,8.5,5.85,24.3,90.7,55.3,122.0,Flood,125.1,3.49,0.71,1.45,10.09,22122,397330,223211.0,-174119.0,13104,0.77,57.7,-25017.1,57087.64,32070.55
SF12204,Telangana,Ludhiana,Chilli,Rabi,10.96,151.0,23.3,52.0,5.5,6.33,21.0,126.2,81.9,123.2,Rainfed,158.6,5.01,0.68,1.6,17.54,109739,797266,1924822.0,1127556.0,3999,4.386,10.3,102879.2,72743.25,175622.45
SF12205,Andhra Pradesh,Rajkot,Rice,Rabi,1.34,723.1,20.3,43.9,9.4,5.79,24.5,108.6,70.4,81.8,Flood,252.7,5.97,0.96,1.08,1.45,23290,97838,33770.0,-64068.0,2535,0.572,33.1,-47811.94,73013.43,25201.49
SF12206,Telangana,Warangal,Maize,Rabi,14.88,344.0,25.0,73.0,7.4,7.08,23.9,187.0,75.1,114.3,Drip,173.8,3.71,0.87,2.815,41.89,22652,967300,948892.0,-18408.0,6636,6.313,49.4,-1237.1,65006.72,63769.62
SF12207,Telangana,Nalgonda,Wheat,Kharif,13.14,1014.4,26.1,75.4,5.7,7.05,25.9,137.6,85.7,93.9,Flood,244.0,9.05,0.74,3.06,40.21,19535,1182170,785502.0,-396668.0,9763,4.119,36.5,-30187.82,89967.28,59779.45
SF12208,Gujarat,Rajkot,Sugarcane,Kharif,11.86,493.2,25.9,72.7,8.2,6.7,21.7,124.0,63.5,101.7,Rainfed,195.2,5.28,0.7,49.02,581.38,3533,933290,2054016.0,1120726.0,10873,53.47,44.0,94496.29,78692.24,173188.53
SF12209,Punjab,Erode,Rice,Rabi,10.68,220.1,22.1,58.5,7.3,6.54,23.5,139.7,72.5,99.7,Rainfed,270.4,3.65,0.7,2.17,23.18,23729,653891,550038.0,-103853.0,8501,2.727,30.0,-9724.06,61225.75,51501.69
SF12210,Maharashtra,Ludhiana,Wheat,Rabi,12.96,80.0,21.1,38.0,8.5,6.75,12.7,123.3,73.3,115.5,Rainfed,218.3,6.74,0.97,2.01,26.05,24254,789561,631817.0,-157744.0,4229,6.16,34.2,-12171.6,60922.92,48751.31
SF12211,Andhra Pradesh,Raichur,Wheat,Rabi,14.27,347.6,22.7,54.4,7.9,5.2,21.2,121.8,57.3,126.2,Drip,290.6,5.82,0.81,0.3,4.28,23948,1097692,102497.0,-995195.0,6506,0.658,42.5,-69740.36,76923.06,7182.69
SF12212,Karnataka,Raichur,Rice,Kharif,10.65,676.9,24.1,72.1,5.3,6.41,30.0,98.3,48.2,105.6,Rainfed,140.1,6.3,0.78,3.38,36.0,19524,734173,702864.0,-31309.0,8316,4.329,45.1,-2939.81,68936.43,65996.62
SF12213,Gujarat,Guntur,Cotton,Kharif,0.9,1075.5,33.4,69.8,5.3,6.93,25.4,59.0,30.0,99.6,Rainfed,127.1,6.3,0.82,0.81,0.73,62075,52058,45315.0,-6743.0,332,2.199,52.2,-7492.22,57842.22,50350.0
SF12214,Telangana,Nashik,Pulses,Kharif,14.64,504.1,30.0,61.8,7.3,7.7,37.0,145.7,44.0,148.3,Drip,152.6,4.69,0.99,0.45,6.59,84804,900322,558858.0,-341464.0,4329,1.522,53.5,-23324.04,61497.4,38173.36
SF12215,Madhya Pradesh,Indore,Pulses,Kharif,4.66,1193.5,27.3,81.0,6.7,6.81,26.6,145.2,83.8,111.0,Drip,220.7,2.0,0.69,1.58,7.36,64519,336955,474860.0,137905.0,1300,5.662,69.5,29593.35,72307.94,101901.29
SF12216,Andhra Pradesh,Warangal,Rice,Rabi,10.41,578.9,24.0,53.2,5.9,6.68,17.1,127.6,66.2,85.1,Rainfed,282.7,2.93,0.74,3.62,37.68,21534,806130,811401.0,5271.0,7422,5.077,57.5,506.34,77438.04,77944.38
SF12217,Punjab,Erode,Wheat,Kharif,12.12,806.9,29.2,71.4,6.9,8.18,34.3,94.7,61.9,102.6,Flood,116.1,3.28,0.69,0.3,3.64,23250,706041,84630.0,-621411.0,7280,0.5,65.2,-51271.53,58254.21,6982.67
SF12218,Gujarat,Nalgonda,Groundnut,Rabi,11.29,482.5,21.5,63.3,8.8,6.72,29.6,124.9,68.6,54.7,Flood,115.2,0.5,0.88,1.58,17.84,52808,536772,942095.0,405323.0,7631,2.338,51.1,35901.06,47544.02,83445.08
SF12219,Tamil Nadu,Warangal,Maize,Zaid,6.72,525.7,32.3,53.7,7.2,6.23,13.9,117.8,64.9,86.4,Flood,252.5,9.32,0.96,2.32,15.59,21682,494726,338022.0,-156704.0,4684,3.328,34.6,-23319.05,73619.94,50300.89
SF12220,Punjab,Nashik,Rice,Rabi,8.12,603.3,20.3,63.3,7.7,6.78,28.4,143.5,50.1,30.0,Rainfed,134.5,5.97,0.86,3.11,25.25,21575,512275,544769.0,32494.0,7378,3.422,39.4,4001.72,63088.05,67089.78
SF12221,Tamil Nadu,Warangal,Wheat,Kharif,2.56,792.7,28.0,82.0,6.9,7.03,28.5,146.5,48.2,122.6,Rainfed,152.0,1.84,0.71,3.21,8.22,23405,208920,192389.0,-16531.0,676,12.16,68.6,-6457.42,81609.38,75151.95
SF12222,Tamil Nadu,Warangal,Rice,Zaid,2.73,444.7,28.2,50.0,8.1,5.68,18.1,156.3,62.7,151.4,Flood,171.3,1.65,0.8,1.11,3.03,22236,160169,67375.0,-92794.0,4547,0.666,46.5,-33990.48,58669.96,24679.49
SF12223,Tamil Nadu,Ludhiana,Pulses,Rabi,3.8,440.6,22.1,56.4,7.5,7.57,17.6,148.3,96.5,79.4,Rainfed,179.5,3.97,0.89,0.46,1.75,57972,216203,101451.0,-114752.0,902,1.94,50.8,-30197.89,56895.53,26697.63
SF12224,Punjab,Erode,Chilli,Zaid,3.32,377.2,33.0,56.5,7.2,8.28,25.6,117.4,53.6,135.2,Rainfed,152.4,8.57,0.93,0.3,1.0,120295,235037,120295.0,-114742.0,1129,0.886,31.8,-34560.84,70794.28,36233.43
SF12225,Punjab,Rajkot,Cotton,Rabi,9.04,439.1,25.8,41.7,9.3,6.04,17.9,143.4,41.9,122.3,Sprinkler,192.9,4.07,0.82,1.11,10.03,70309,647444,705199.0,57755.0,7441,1.348,54.0,6388.83,71619.91,78008.74
SF12226,Telangana,Nashik,Rice,Kharif,2.68,695.3,25.4,80.3,6.8,7.2,26.6,122.0,45.7,80.7,Drip,145.8,5.76,0.89,3.6,9.65,22611,159200,218196.0,58996.0,3808,2.534,64.5,22013.43,59402.99,81416.42
SF12227,Andhra Pradesh,Ludhiana,Rice,Zaid,9.57,631.6,32.8,59.4,7.8,6.1,30.2,140.7,67.5,87.6,Rainfed,150.8,5.81,0.85,2.04,19.52,21627,742574,422159.0,-320415.0,8234,2.371,46.5,-33481.19,77593.94,44112.75
SF12228,Telangana,Indore,Rice,Kharif,10.85,946.0,27.9,72.0,6.4,6.62,29.4,65.7,61.5,130.1,Rainfed,251.0,2.89,0.85,4.1,44.48,23578,731670,1048749.0,317079.0,9934,4.478,73.7,29223.87,67435.02,96658.89
SF12229,Karnataka,Guntur,Sugarcane,Zaid,5.17,311.8,30.9,48.8,7.3,7.19,22.9,139.3,73.7,119.9,Flood,117.7,7.08,1.0,34.85,180.17,3801,300989,684826.0,383837.0,13077,13.778,20.6,74243.13,58218.38,132461.51
